Date,XLF,XLY,XLC,XLI,XLE,XLB,XLV,XLU,XLRE
2018-06-20,-0.0025628109832198653,0.004729972032595953,0.012333586851772882,0.0006827405289051569,0.004405865561429856,-0.0032537489999557856,0.0021191660377839483,0.0007965419614568425,0.010735515893882663
2018-06-21,-0.002936645187284981,-0.007148617454473705,-0.006147982824546094,-0.01263415906563381,-0.018689570873077432,-0.010691454264725841,-0.005778563530373759,0.0033787697150438056,0.005949637174556877
2018-06-22,-0.004791026527902975,-0.0017052941773072483,0.004366783797451035,0.0034493705446623224,0.019754755420850145,0.014457694771583984,0.004484034319102825,0.006920566412760731,0.008703974668714753
2018-06-25,-0.010770897509600363,-0.021979014714462064,-0.020812857730877266,-0.012751724009925525,-0.020297976564692455,-0.015672145494199707,-0.009226625847658987,0.016416096475588837,-0.0024788124624515184
2018-06-26,-0.0033664816213736515,0.007136987527112559,0.001656774242350334,0.003759396002700477,0.012550023252916098,0.003811416933893419,-0.003094247179816101,0.0011622703184319683,0.00526057906452948
2018-06-27,-0.01244111533900627,-0.01303130984550993,-0.008760044702788683,-0.008093130485200994,0.013321103882125929,-0.0031171543173473815,-0.008499551648410097,0.0048288009640651275,-0.002781766602077962
2018-06-28,0.008687672135362146,0.00782095080908185,0.009929998064176715,0.0014002471990917087,-0.0013240050135987502,0.003808776759048005,0.0013216422795325755,-0.00038556258017274914,0.009855540872392154
2018-06-29,0.0,0.001739654527773915,-0.001210523717677603,0.0020960960893505742,0.00620828350934044,0.003450112928127691,0.0020388439997338637,0.0015406156654109715,0.0024485381539083306
2018-07-02,0.004876890912415721,0.0013713793840306465,0.006239220909058929,0.0022313458780880424,-0.014858308692907496,-0.005352957404438641,0.0031103720696634696,0.007095788528594049,-0.005825438202626376
2018-07-03,-0.009022622576086103,-0.00503766240248904,-0.012314417880469275,-0.003208896536819772,0.006262120543794492,-0.001732788942872432,0.0023863380369988363,0.002862520261190049,0.005825438202626376
2018-07-05,0.002263091790770222,0.004946739993842542,0.015119550630439793,0.004879189820759855,-0.0010636281104772216,0.008634074319674223,0.010313478623099392,0.005321167795663939,0.013060227604398289
